task_id,model_name,model_base,example_id,audio_filename,question,predicted_label,predicted_text,answer_label,answer_text,answer_type,is_correct,parse_status,raw_prediction,n_options,predicted_type,run_id,use_audio,latency_ms
MCQ-ORDER,random,,130864.mp3__5,130864.mp3,"What happens immediately after this event first appears: ""A train gradually moving away on the tracks.""?",E,A car and a train gradually approach each other.,D,"This is the last event, no immediate event after.",none,False,n/a,,6,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,131197.mp3__1,131197.mp3,"What happens immediately after this event first appears: ""A short dull knock similar to a door closing.""?",B,"This is the last event, no immediate event after.",C,A phone rings continuously throughout.,event,False,n/a,,3,none,20260217_150324,True,0.000375
MCQ-ORDER,random,,131197.mp3__2,131197.mp3,"What happens immediately after this event first appears: ""A phone rings continuously throughout.""?",C,A woman is speaking.,A,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,131210.mp3__0,131210.mp3,"What happens immediately after this event first appears: ""Muffled sounds of clothing rustling.""?",B,A sharp clap.,C,Muffled feminine inhaling sound.,event,False,n/a,,4,event,20260217_150324,True,0.000459
MCQ-ORDER,random,,131210.mp3__1,131210.mp3,"What happens immediately after this event first appears: ""Muffled feminine inhaling sound.""?",C,"This is the last event, no immediate event after.",B,Footsteps muffled.,event,False,n/a,,4,none,20260217_150324,True,0.000583
MCQ-ORDER,random,,131210.mp3__2,131210.mp3,"What happens immediately after this event first appears: ""Footsteps muffled.""?",B,Muffled feminine inhaling sound.,D,A sharp clap.,event,False,n/a,,4,event,20260217_150324,True,0.000459
MCQ-ORDER,random,,131210.mp3__3,131210.mp3,"What happens immediately after this event first appears: ""A sharp clap.""?",D,Muffled sounds of clothing rustling.,B,"This is the last event, no immediate event after.",none,False,n/a,,4,event,20260217_150324,True,0.000334
MCQ-ORDER,random,,131485.mp3__1,131485.mp3,"What happens immediately after this event first appears: ""People speaking muffled in the background.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,131918.mp3__0,131918.mp3,"What happens immediately after this event first appears: ""Air is leaking.""?",B,A motor idling.,C,A jackhammer is being used continuously.,event,False,n/a,,3,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,131918.mp3__2,131918.mp3,"What happens immediately after this event first appears: ""A motor idling.""?",A,Air is leaking.,C,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,131990.mp3__0,131990.mp3,"What happens immediately after this event first appears: ""A soft rustling sound is heard as an object is pulled out of a pocket.""?",D,"This is the last event, no immediate event after.",A,"A car passes by with a quick, rising hum followed by a soft, fading sound.",event,False,n/a,,4,none,20260217_150324,True,0.000333
MCQ-ORDER,random,,131990.mp3__3,131990.mp3,"What happens immediately after this event first appears: ""Several people are having a muffled conversation.""?",D,A soft rustling sound is heard as an object is pulled out of a pocket.,C,"This is the last event, no immediate event after.",none,False,n/a,,4,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,132074.mp3__3,132074.mp3,"What happens immediately after this event first appears: ""A brief metallic sound.""?",C,A shrill alarm is sounding.,A,"This is the last event, no immediate event after.",none,False,n/a,,4,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,132340.mp3__1,132340.mp3,"What happens immediately after this event first appears: ""A mechanical alarm clock rings persistently with a metallic, high-pitched tone.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,132385.mp3__3,132385.mp3,"What happens immediately after this event first appears: ""A small motorized machine is turning off.""?",B,A small motorized machine is scratching or cutting something.,C,"This is the last event, no immediate event after.",none,False,n/a,,4,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,132388.mp3__0,132388.mp3,"What happens immediately after this event first appears: ""A sewing machine buzzing.""?",B,"This is the last event, no immediate event after.",A,A sewing machine buzzing continuously.,event,False,n/a,,2,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,132388.mp3__1,132388.mp3,"What happens immediately after this event first appears: ""A sewing machine buzzing continuously.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,132895.mp3__1,132895.mp3,"What happens immediately after this event first appears: ""A train rushes past with a loud, rhythmic roar that gradually fades.""?",A,"Soft static ambient noise with a distant, faint train rumble.",B,"This is the last event, no immediate event after.",none,False,n/a,,2,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,133041.mp3__2,133041.mp3,"What happens immediately after this event first appears: ""A wind chime jingles loudly and irregularly in the wind.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,n/a,,3,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,133048.mp3__0,133048.mp3,"What happens immediately after this event first appears: ""An intense sewing machine sound.""?",C,The sound of a sewing machine stopping.,A,A sewing machine is running.,event,False,n/a,,4,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,133048.mp3__1,133048.mp3,"What happens immediately after this event first appears: ""A sewing machine is running.""?",A,The sound of a sewing machine stopping.,D,A sewing machine sound fading away.,event,False,n/a,,4,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,133048.mp3__2,133048.mp3,"What happens immediately after this event first appears: ""A sewing machine sound fading away.""?",B,The sound of a sewing machine stopping.,B,The sound of a sewing machine stopping.,event,True,n/a,,4,event,20260217_150324,True,0.001
MCQ-ORDER,random,,133048.mp3__3,133048.mp3,"What happens immediately after this event first appears: ""The sound of a sewing machine stopping.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,n/a,,4,none,20260217_150324,True,0.000459
MCQ-ORDER,random,,133473.mp3__5,133473.mp3,"What happens immediately after this event first appears: ""Clicking sounds repeat rhythmically.""?",C,Muffled thumping sounds.,F,A siren sounds with rhythmically changing pitch and gradually decreases in volume.,event,False,n/a,,9,event,20260217_150324,True,0.000417
MCQ-ORDER,random,,133473.mp3__8,133473.mp3,"What happens immediately after this event first appears: ""Muffled thumping sounds repeat rhythmically.""?",E,A siren sounds repeatedly in a rhythmic pattern while fading.,H,"This is the last event, no immediate event after.",none,False,n/a,,9,event,20260217_150324,True,0.000875
MCQ-ORDER,random,,133991.mp3__2,133991.mp3,"What happens immediately after this event first appears: ""A sharp crack of thunder.""?",B,Thunder rumbles and grumbles.,B,Thunder rumbles and grumbles.,event,True,n/a,,5,event,20260217_150324,True,0.000458
MCQ-ORDER,random,,133991.mp3__3,133991.mp3,"What happens immediately after this event first appears: ""Thunder rumbles and grumbles.""?",D,"This is the last event, no immediate event after.",B,Rain falling.,event,False,n/a,,5,none,20260217_150324,True,0.001417
MCQ-ORDER,random,,133991.mp3__4,133991.mp3,"What happens immediately after this event first appears: ""Rain falling.""?",B,A sharp crack of thunder.,D,"This is the last event, no immediate event after.",none,False,n/a,,5,event,20260217_150324,True,0.000416
MCQ-ORDER,random,,134003.mp3__1,134003.mp3,"What happens immediately after this event first appears: ""An electric guitar note slowly decreases in frequency.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000417
MCQ-ORDER,random,,134070.mp3__0,134070.mp3,"What happens immediately after this event first appears: ""Wind chimes start with a loud, clear tinkling sound and slowly quiet down, producing irregular and rhythmic tones in a quiet environment.""?",D,"Wind chimes tinkle twice, making soft and light metallic sounds.",C,"Wind chimes tinkle softly, creating light metallic sounds in a quiet environment.",event,False,n/a,,4,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,134070.mp3__1,134070.mp3,"What happens immediately after this event first appears: ""Wind chimes tinkle softly, creating light metallic sounds in a quiet environment.""?",D,"Wind chimes tinkle twice, making soft and light metallic sounds.",D,"Wind chimes tinkle twice, making soft and light metallic sounds.",event,True,n/a,,4,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,134070.mp3__2,134070.mp3,"What happens immediately after this event first appears: ""Wind chimes tinkle twice, making soft and light metallic sounds.""?",B,"This is the last event, no immediate event after.",C,"Wind chimes tinkle once, producing soft and light metallic sounds.",event,False,n/a,,4,none,20260217_150324,True,0.000333
MCQ-ORDER,random,,134070.mp3__3,134070.mp3,"What happens immediately after this event first appears: ""Wind chimes tinkle once, producing soft and light metallic sounds.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,n/a,,4,none,20260217_150324,True,0.000417
MCQ-ORDER,random,,134783.mp3__1,134783.mp3,"What happens immediately after this event first appears: ""Mechanical clacking sound accelerates, approaches, and then fades into the distance.""?",A,Knocking sounds from a jackhammer gradually increase and then slowly decrease with echo.,B,"This is the last event, no immediate event after.",none,False,n/a,,2,event,20260217_150324,True,0.000708
MCQ-ORDER,random,,135776.mp3__1,135776.mp3,"What happens immediately after this event first appears: ""A table being moved.""?",D,Children are speaking.,C,Someone is speaking.,event,False,n/a,,4,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,135776.mp3__2,135776.mp3,"What happens immediately after this event first appears: ""Someone is speaking.""?",D,"This is the last event, no immediate event after.",A,The sound of a table being moved.,event,False,n/a,,4,none,20260217_150324,True,0.000417
MCQ-ORDER,random,,135776.mp3__3,135776.mp3,"What happens immediately after this event first appears: ""The sound of a table being moved.""?",C,Children are speaking.,A,"This is the last event, no immediate event after.",none,False,n/a,,4,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,135828.mp3__4,135828.mp3,"What happens immediately after this event first appears: ""A small wave crashes on the shore.""?",D,A quiet wind is blowing.,C,"This is the last event, no immediate event after.",none,False,n/a,,5,event,20260217_150324,True,0.0005
MCQ-ORDER,random,,135839.mp3__1,135839.mp3,"What happens immediately after this event first appears: ""A sawmill operating.""?",A,"This is the last event, no immediate event after.",B,The sound of a mechanical instrument being pulled inside a vehicle.,event,False,n/a,,3,none,20260217_150324,True,0.000375
MCQ-ORDER,random,,135839.mp3__2,135839.mp3,"What happens immediately after this event first appears: ""The sound of a mechanical instrument being pulled inside a vehicle.""?",B,A sawmill operating.,C,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000875
MCQ-ORDER,random,,135861.mp3__1,135861.mp3,"What happens immediately after this event first appears: ""Soft, rhythmic clicking sounds in the distance.""?",B,Several people speaking French in the distance.,A,A man is speaking in French in the distance.,event,False,n/a,,3,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,135861.mp3__2,135861.mp3,"What happens immediately after this event first appears: ""A man is speaking in French in the distance.""?",A,Several people speaking French in the distance.,B,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,136283.mp3__2,136283.mp3,"What happens immediately after this event first appears: ""Thunder rumbling softly.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,n/a,,3,none,20260217_150324,True,0.000291
MCQ-ORDER,random,,136284.mp3__1,136284.mp3,"What happens immediately after this event first appears: ""A thunder reverberates.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000334
MCQ-ORDER,random,,136288.mp3__1,136288.mp3,"What happens immediately after this event first appears: ""Several dogs bark loudly and repeatedly outdoors, their echoes carrying through the air.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000333
MCQ-ORDER,random,,136424.mp3__1,136424.mp3,"What happens immediately after this event first appears: ""A woman is talking.""?",C,A woman is speaking.,A,A woman is yelling.,event,False,n/a,,4,event,20260217_150324,True,0.00025
MCQ-ORDER,random,,136424.mp3__2,136424.mp3,"What happens immediately after this event first appears: ""A woman is yelling.""?",D,A woman is talking.,A,A woman is speaking.,event,False,n/a,,4,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,136424.mp3__3,136424.mp3,"What happens immediately after this event first appears: ""A woman is speaking.""?",D,A woman is talking.,B,"This is the last event, no immediate event after.",none,False,n/a,,4,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,136431.mp3__1,136431.mp3,"What happens immediately after this event first appears: ""A bus engine whirs.""?",F,Air is decompressing in a bus.,F,Air is decompressing in a bus.,event,True,n/a,,6,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,136431.mp3__3,136431.mp3,"What happens immediately after this event first appears: ""A man is speaking in Japanese.""?",A,Air is decompressing in a bus.,F,Multiple cars driving in traffic in the distance.,event,False,n/a,,6,event,20260217_150324,True,0.000875
MCQ-ORDER,random,,136431.mp3__5,136431.mp3,"What happens immediately after this event first appears: ""A woman is speaking in the distance.""?",D,A bus engine whirs.,A,"This is the last event, no immediate event after.",none,False,n/a,,6,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,137010.mp3__2,137010.mp3,"What happens immediately after this event first appears: ""A woman is making an announcement.""?",C,"This is the last event, no immediate event after.",A,A person is dialing a phone.,event,False,n/a,,4,none,20260217_150324,True,0.000291
MCQ-ORDER,random,,137010.mp3__3,137010.mp3,"What happens immediately after this event first appears: ""A person is dialing a phone.""?",C,A train is passing by.,A,"This is the last event, no immediate event after.",none,False,n/a,,4,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,137230.mp3__3,137230.mp3,"What happens immediately after this event first appears: ""Water flowing from a faucet.""?",A,Water dripping quietly from a faucet.,C,"This is the last event, no immediate event after.",none,False,n/a,,4,event,20260217_150324,True,0.000416
MCQ-ORDER,random,,137698.mp3__1,137698.mp3,"What happens immediately after this event first appears: ""Someone is speaking.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000291
MCQ-ORDER,random,,137702.mp3__0,137702.mp3,"What happens immediately after this event first appears: ""A loud sneeze.""?",A,Human vocalizing.,A,Human vocalizing.,event,True,n/a,,2,event,20260217_150324,True,0.001542
MCQ-ORDER,random,,137702.mp3__1,137702.mp3,"What happens immediately after this event first appears: ""Human vocalizing.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000375
MCQ-ORDER,random,,137826.mp3__1,137826.mp3,"What happens immediately after this event first appears: ""A sewing machine is sewing rhythmically nearby.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000333
MCQ-ORDER,random,,137836.mp3__1,137836.mp3,"What happens immediately after this event first appears: ""A metallic object clinks softly.""?",C,"A hammer strikes a metallic object in a steady rhythm, producing a gradually increasing metallic echo.",D,"A hammer softly strikes a metallic object in a steady rhythm, producing a gradually increasing metallic echo.",event,False,n/a,,6,event,20260217_150324,True,0.000417
MCQ-ORDER,random,,137836.mp3__2,137836.mp3,"What happens immediately after this event first appears: ""A hammer softly strikes a metallic object in a steady rhythm, producing a gradually increasing metallic echo.""?",C,A man is speaking in an unrecognizable language.,A,"A hammer strikes a metallic object in a steady rhythm, producing a gradually increasing metallic echo.",event,False,n/a,,6,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,137836.mp3__4,137836.mp3,"What happens immediately after this event first appears: ""A man is speaking in an unrecognizable language.""?",A,"A hammer strikes a metallic object in a steady rhythm, producing a gradually increasing metallic echo.",E,"A hammer strikes a metallic object in a steady rhythm, producing a high-pitched metallic sound that echoes in a room.",event,False,n/a,,6,event,20260217_150324,True,0.0005
MCQ-ORDER,random,,137836.mp3__5,137836.mp3,"What happens immediately after this event first appears: ""A hammer strikes a metallic object in a steady rhythm, producing a high-pitched metallic sound that echoes in a room.""?",B,"A hammer softly strikes a metallic object in a steady rhythm, producing a gradually increasing metallic echo.",C,"This is the last event, no immediate event after.",none,False,n/a,,6,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,138014.mp3__3,138014.mp3,"What happens immediately after this event first appears: ""People talking quietly in the background.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,n/a,,4,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,138162.mp3__0,138162.mp3,"What happens immediately after this event first appears: ""A Jacob's ladder starting up.""?",A,Three electric arcs occur in quick succession.,A,Three electric arcs occur in quick succession.,event,True,n/a,,2,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,138162.mp3__1,138162.mp3,"What happens immediately after this event first appears: ""Three electric arcs occur in quick succession.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000375
MCQ-ORDER,random,,138236.mp3__6,138236.mp3,"What happens immediately after this event first appears: ""A jet engine winds down with a descending whir and fading roar, dropping in pitch and volume.""?",G,A synthesized jet engine noise gradually accelerates and increases in intensity.,E,"This is the last event, no immediate event after.",none,False,n/a,,7,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,138984.mp3__2,138984.mp3,"What happens immediately after this event first appears: ""Two children are singing indoors.""?",C,A piano is playing melodically.,B,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,139060.mp3__1,139060.mp3,"What happens immediately after this event first appears: ""A cymbal is being struck.""?",B,A 4-beat drum rhythm is played.,C,A bass drum is playing.,event,False,n/a,,3,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,139060.mp3__2,139060.mp3,"What happens immediately after this event first appears: ""A bass drum is playing.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,n/a,,3,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,139110.mp3__2,139110.mp3,"What happens immediately after this event first appears: ""Children chatting outdoors in the distance.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,3,none,20260217_150324,True,0.000375
MCQ-ORDER,random,,139965.mp3__0,139965.mp3,"What happens immediately after this event first appears: ""Metal clicking continues repeatedly.""?",E,Continuous metal clicking at varying speeds.,A,A short metal click is heard.,event,False,n/a,,5,event,20260217_150324,True,0.000416
MCQ-ORDER,random,,139965.mp3__1,139965.mp3,"What happens immediately after this event first appears: ""A short metal click is heard.""?",E,Continuous metal clicking at varying speeds.,C,A medium-length metal clicking sound.,event,False,n/a,,5,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,139965.mp3__2,139965.mp3,"What happens immediately after this event first appears: ""A medium-length metal clicking sound.""?",E,Fast metal clicking sounds.,B,Continuous metal clicking at varying speeds.,event,False,n/a,,5,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,139965.mp3__4,139965.mp3,"What happens immediately after this event first appears: ""Fast metal clicking sounds.""?",D,A short metal click is heard.,B,"This is the last event, no immediate event after.",none,False,n/a,,5,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,14.mp3__1,14.mp3,"What happens immediately after this event first appears: ""A man is laughing.""?",C,People are speaking.,B,Music is playing in the background.,event,False,n/a,,4,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,140138.mp3__1,140138.mp3,"What happens immediately after this event first appears: ""Percussion instruments are being struck rhythmically.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000334
MCQ-ORDER,random,,140139.mp3__2,140139.mp3,"What happens immediately after this event first appears: ""The Quran is recited melodically, creating a serene and spiritual ambiance.""?",B,"The Quran is being recited melodically, creating a serene and spiritual ambiance.",C,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,140220.mp3__0,140220.mp3,"What happens immediately after this event first appears: ""A child chuckles and laughs in bursts.""?",A,A child is laughing happily.,A,A child is laughing happily.,event,True,n/a,,2,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,140220.mp3__1,140220.mp3,"What happens immediately after this event first appears: ""A child is laughing happily.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,2,none,20260217_150324,True,0.000334
MCQ-ORDER,random,,140579.mp3__1,140579.mp3,"What happens immediately after this event first appears: ""Airplane passengers are talking in the background.""?",B,Wind sounds inside an airplane cabin after takeoff.,A,"This is the last event, no immediate event after.",none,False,n/a,,2,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,140580.mp3__1,140580.mp3,"What happens immediately after this event first appears: ""People talking quietly in the background inside an airplane.""?",A,Constant humming typical of an airplane cabin.,B,"This is the last event, no immediate event after.",none,False,n/a,,2,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,140596.mp3__4,140596.mp3,"What happens immediately after this event first appears: ""People whispering in the background.""?",C,A man is talking in the background.,B,"This is the last event, no immediate event after.",none,False,n/a,,5,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,140598.mp3__1,140598.mp3,"What happens immediately after this event first appears: ""A male flight attendant makes an announcement in English over a microphone.""?",A,A plane engine continuously hums quietly in the background.,B,"This is the last event, no immediate event after.",none,False,n/a,,2,event,20260217_150324,True,0.000334
MCQ-ORDER,random,,140601.mp3__2,140601.mp3,"What happens immediately after this event first appears: ""People are having a muffled conversation in the background.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,n/a,,3,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,140602.mp3__1,140602.mp3,"What happens immediately after this event first appears: ""A person is speaking indistinctly.""?",A,A clicking noise.,A,A clicking noise.,event,True,n/a,,5,event,20260217_150324,True,0.000875
MCQ-ORDER,random,,140602.mp3__2,140602.mp3,"What happens immediately after this event first appears: ""A clicking noise.""?",C,"This is the last event, no immediate event after.",E,Someone is speaking indistinctly in the distance.,event,False,n/a,,5,none,20260217_150324,True,0.000416
MCQ-ORDER,random,,140602.mp3__4,140602.mp3,"What happens immediately after this event first appears: ""A plane pilot is speaking through a loudspeaker.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,5,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,140609.mp3__2,140609.mp3,"What happens immediately after this event first appears: ""A high-pitched, loud whooshing sound caused by the release of air pressure.""?",C,"A smooth, continuous rumbling sound resembling a rotating machine gradually fades in and increases in volume.",A,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,140845.mp3__2,140845.mp3,"What happens immediately after this event first appears: ""A woman is speaking.""?",A,Mechanical vibrations from a heavy machine.,C,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,140861.mp3__0,140861.mp3,"What happens immediately after this event first appears: ""An echoing water droplet hitting a surface.""?",A,"This is the last event, no immediate event after.",B,An echoing water droplet hits the surface.,event,False,n/a,,3,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,140861.mp3__1,140861.mp3,"What happens immediately after this event first appears: ""An echoing water droplet hits the surface.""?",B,"This is the last event, no immediate event after.",C,Continuous electronic echoing of water droplets hitting a surface.,event,False,n/a,,3,none,20260217_150324,True,0.000875
MCQ-ORDER,random,,140861.mp3__2,140861.mp3,"What happens immediately after this event first appears: ""Continuous electronic echoing of water droplets hitting a surface.""?",A,An echoing water droplet hits the surface.,C,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,141273.mp3__0,141273.mp3,"What happens immediately after this event first appears: ""A horn honks loudly once.""?",B,An electric train is leaving the station.,B,An electric train is leaving the station.,event,True,n/a,,3,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,141273.mp3__1,141273.mp3,"What happens immediately after this event first appears: ""An electric train is leaving the station.""?",A,"This is the last event, no immediate event after.",C,Crickets chirping quietly in the background.,event,False,n/a,,3,none,20260217_150324,True,0.000292
MCQ-ORDER,random,,141273.mp3__2,141273.mp3,"What happens immediately after this event first appears: ""Crickets chirping quietly in the background.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,n/a,,3,none,20260217_150324,True,0.000792
MCQ-ORDER,random,,141415.mp3__2,141415.mp3,"What happens immediately after this event first appears: ""Drums fading away.""?",C,Drums gradually get louder.,A,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000334
MCQ-ORDER,random,,141512.mp3__1,141512.mp3,"What happens immediately after this event first appears: ""A drill is shutting down.""?",B,A drill is running.,C,A drill is rotating.,event,False,n/a,,3,event,20260217_150324,True,0.000292
MCQ-ORDER,random,,141512.mp3__2,141512.mp3,"What happens immediately after this event first appears: ""A drill is rotating.""?",B,A drill is running.,A,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000375
MCQ-ORDER,random,,141529.mp3__3,141529.mp3,"What happens immediately after this event first appears: ""Someone utters a brief, disappointed sound in a quiet, shocked tone.""?",E,"This is the last event, no immediate event after.",A,"Someone blows softly into a microphone, creating an airy whoosh.",event,False,n/a,,5,none,20260217_150324,True,0.000333
MCQ-ORDER,random,,141529.mp3__4,141529.mp3,"What happens immediately after this event first appears: ""Someone blows softly into a microphone, creating an airy whoosh.""?",B,"An alarm gradually increases in volume until it reaches a steady, repetitive tone.",E,"This is the last event, no immediate event after.",none,False,n/a,,5,event,20260217_150324,True,0.000334
MCQ-ORDER,random,,141701.mp3__2,141701.mp3,"What happens immediately after this event first appears: ""A brief burst of air hisses sharply and fades quickly.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,n/a,,3,none,20260217_150324,True,0.000333
MCQ-ORDER,random,,141704.mp3__5,141704.mp3,"What happens immediately after this event first appears: ""Multiple men chanting muffled words.""?",I,A person is whistling in the distance.,C,A man is speaking muffled.,event,False,n/a,,12,event,20260217_150324,True,0.000459
MCQ-ORDER,random,,141704.mp3__9,141704.mp3,"What happens immediately after this event first appears: ""A woman celebrates with a high-pitched whoop.""?",L,"This is the last event, no immediate event after.",K,Muffled crowd talking.,event,False,n/a,,12,none,20260217_150324,True,0.000459
MCQ-ORDER,random,,141704.mp3__11,141704.mp3,"What happens immediately after this event first appears: ""A woman is yelling in Spanish.""?",D,Muffled crowd talking.,G,"This is the last event, no immediate event after.",none,False,n/a,,12,event,20260217_150324,True,0.000417
MCQ-ORDER,random,,141710.mp3__2,141710.mp3,"What happens immediately after this event first appears: ""A couple of single guitar notes are played.""?",A,A quiet chord is played on a guitar.,E,Multiple single notes are played swiftly on a guitar.,event,False,n/a,,5,event,20260217_150324,True,0.0005
MCQ-ORDER,random,,141710.mp3__3,141710.mp3,"What happens immediately after this event first appears: ""Multiple single notes are played swiftly on a guitar.""?",B,A single guitar note is played.,B,A single guitar note is played.,event,True,n/a,,5,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,141710.mp3__4,141710.mp3,"What happens immediately after this event first appears: ""A single guitar note is played.""?",C,Multiple single notes are played swiftly on a guitar.,B,"This is the last event, no immediate event after.",none,False,n/a,,5,event,20260217_150324,True,0.000334
MCQ-ORDER,random,,141716.mp3__1,141716.mp3,"What happens immediately after this event first appears: ""Multiple high-pitched, non-rhythmic string sounds from a musical instrument.""?",A,A high-pitched string sound from an instrument.,A,A high-pitched string sound from an instrument.,event,True,n/a,,3,event,20260217_150324,True,0.000291
MCQ-ORDER,random,,141716.mp3__2,141716.mp3,"What happens immediately after this event first appears: ""A high-pitched string sound from an instrument.""?",A,High-pitched string sounds from an instrument.,B,"This is the last event, no immediate event after.",none,False,n/a,,3,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,141717.mp3__0,141717.mp3,"What happens immediately after this event first appears: ""A guitar string is picked once, and the sound fades away.""?",B,Guitar chords being played in sequence.,B,Guitar chords being played in sequence.,event,True,n/a,,5,event,20260217_150324,True,0.000333
MCQ-ORDER,random,,141717.mp3__1,141717.mp3,"What happens immediately after this event first appears: ""Guitar chords being played in sequence.""?",C,Guitar chords being played with some fading in the middle.,E,Guitar chords are played repeatedly and then fade away.,event,False,n/a,,5,event,20260217_150324,True,0.000333
